Date,Platform,Followers,Posts,Likes,Shares,Comments,Engagement_Rate,Total_Engagement
2026-03-24,Facebook,55262,1,1184,206,304,0.0312283512536633,1694
2026-03-25,Facebook,55272,2,2587,467,691,0.0376483734187557,3745
2026-03-26,Facebook,55356,1,1293,387,240,0.0367082691427472,1920
2026-03-27,Facebook,55381,3,4295,744,846,0.0313760352250224,5885
2026-03-28,Facebook,55443,0,0,0,0,0.030542265551107,0
2026-03-29,Facebook,55531,0,0,0,0,0.0424583808882992,0
2026-03-30,Facebook,55616,1,1350,372,300,0.0366400038090212,2022
2026-03-31,Facebook,55674,1,1506,450,430,0.0442366422699533,2386
2026-04-01,Facebook,55700,1,1752,381,354,0.0395021242714572,2487
2026-04-02,Facebook,55748,1,766,252,216,0.0241498770643773,1234
2026-04-03,Facebook,55824,3,4667,776,781,0.0401168949834282,6224
2026-04-04,Facebook,55856,0,0,0,0,0.0374535668934953,0
2026-04-05,Facebook,55953,1,911,162,222,0.0225410144898032,1295
2026-04-06,Facebook,56051,2,2192,338,355,0.0284486870141657,2885
2026-04-07,Facebook,56051,1,1183,271,223,0.0304198453537604,1677
2026-04-08,Facebook,56071,4,6767,1480,917,0.037679565267037,9164
2026-04-09,Facebook,56125,4,4304,925,1415,0.0325321667341879,6644
2026-04-10,Facebook,56130,3,2877,660,691,0.0244198930296363,4228
2026-04-11,Facebook,56221,0,0,0,0,0.0344315684036859,0
2026-04-12,Facebook,56301,0,0,0,0,0.023108795979476,0
2026-04-13,Facebook,56369,2,2054,537,574,0.0305261586288383,3165
2026-04-14,Facebook,56463,2,2797,545,519,0.0402140807786179,3861
2026-04-15,Facebook,56467,3,4656,662,1162,0.0362743259890472,6480
2026-04-16,Facebook,56469,3,2681,636,691,0.0222473108076353,4008
2026-04-17,Facebook,56521,3,5072,876,1153,0.0381380863711782,7101
2026-04-18,Facebook,56543,1,1050,199,231,0.0229227563132322,1480
2026-04-19,Facebook,56595,1,1333,274,307,0.0318556388284392,1914
2026-04-20,Facebook,56631,4,2999,661,620,0.0229591195687341,4280
2026-04-21,Facebook,56704,4,5908,1833,1286,0.0419228055982128,9027
2026-04-22,Facebook,56777,3,3375,709,647,0.0253708299765287,4731
2026-04-23,Facebook,56859,3,4457,735,1139,0.0343287252225031,6331
2026-04-24,Facebook,56875,1,1873,310,419,0.0443950358915227,2602
2026-04-25,Facebook,56959,0,0,0,0,0.0227327618155002,0
2026-04-26,Facebook,57036,1,1821,410,341,0.0418385401298011,2572
2026-04-27,Facebook,57108,2,2221,648,363,0.0293024398211271,3232
2026-04-28,Facebook,57108,3,5171,1034,1219,0.0418087559069387,7424
2026-04-29,Facebook,57158,3,4507,1042,800,0.0326800545941928,6349
2026-04-30,Facebook,57202,4,4591,1183,784,0.0276438671336412,6558
2026-05-01,Facebook,57278,1,1517,352,240,0.0359511980055235,2109
2026-05-02,Facebook,57281,1,1780,264,276,0.0381797991523701,2320
2026-05-03,Facebook,57342,0,0,0,0,0.0443134822569993,0
2026-05-04,Facebook,57406,1,1242,224,233,0.0269335457856762,1699
2026-05-05,Facebook,57437,1,1234,203,238,0.0296216008655943,1675
2026-05-06,Facebook,57470,1,1607,417,341,0.0442658957360469,2365
2026-05-07,Facebook,57561,3,4075,1313,996,0.0395633550164784,6384
2026-05-08,Facebook,57655,3,2677,554,700,0.0266652111203151,3931
2026-05-09,Facebook,57726,0,0,0,0,0.0290880762343508,0
2026-05-10,Facebook,57764,1,1567,248,248,0.0358114796784967,2063
2026-05-11,Facebook,57789,4,3874,833,747,0.021880114246405,5454
2026-05-12,Facebook,57822,2,3748,752,873,0.0412600907752607,5373
2026-05-13,Facebook,57875,2,1775,388,330,0.0259401890408824,2493
2026-05-14,Facebook,57877,2,3211,423,453,0.0337480686720247,4087
2026-05-15,Facebook,57926,1,1515,246,277,0.0318527766788024,2038
2026-05-16,Facebook,57937,0,0,0,0,0.0219977486172094,0
2026-05-17,Facebook,58001,1,1011,198,224,0.0211185595424258,1433
2026-05-18,Facebook,58054,1,1304,275,305,0.0319137565352126,1884
2026-05-19,Facebook,58058,2,1606,375,476,0.0243516301141515,2457
2026-05-20,Facebook,58151,2,2249,577,340,0.0258444828509507,3166
2026-05-21,Facebook,58244,1,1480,396,261,0.037142450837403,2137
2026-05-22,Facebook,58300,3,5228,1250,1095,0.0376230228534279,7573
2026-05-23,Facebook,58316,0,0,0,0,0.0329321943362022,0
2026-05-24,Facebook,58362,1,1040,211,210,0.021729289432724,1461
2026-05-25,Facebook,58384,1,1137,214,249,0.0261762036575452,1600
2026-05-26,Facebook,58462,4,4099,1073,602,0.0235582327273917,5774
2026-05-27,Facebook,58546,4,7014,1908,1825,0.0444521804213116,10747
2026-05-28,Facebook,58559,4,6215,1492,1145,0.03460839026368,8852
2026-05-29,Facebook,58624,3,3789,901,880,0.0288487958775177,5570
2026-05-30,Facebook,58698,0,0,0,0,0.0401475275726072,0
2026-05-31,Facebook,58748,1,1123,268,276,0.0340677383510603,1667
2026-06-01,Facebook,58785,1,1353,250,260,0.0305081445986221,1863
2026-06-02,Facebook,58848,1,1043,197,175,0.0267010591409838,1415
2026-06-03,Facebook,58945,3,4687,1008,920,0.035482766241153,6615
2026-06-04,Facebook,58982,4,5695,1077,1052,0.0301148587243015,7824
2026-06-05,Facebook,59031,4,3345,710,718,0.0216154095793544,4773
2026-06-06,Facebook,59128,0,0,0,0,0.0349241368614559,0
2026-06-07,Facebook,59209,1,1825,458,255,0.0405116577291862,2538
2026-06-08,Facebook,59238,3,2567,745,848,0.0256986716564051,4160
2026-06-09,Facebook,59316,3,3914,527,903,0.0268435751178311,5344
2026-06-10,Facebook,59406,3,3086,780,672,0.0294389444937512,4538
2026-06-11,Facebook,59456,3,3207,880,762,0.0278369496470861,4849
2026-06-12,Facebook,59518,4,4953,1148,877,0.028471384779744,6978
2026-06-13,Facebook,59615,1,1094,223,306,0.0309251784366084,1623
2026-06-14,Facebook,59666,1,1069,255,173,0.025354520344695,1497
2026-06-15,Facebook,59703,3,3916,1188,920,0.0346154932710936,6024
2026-06-16,Facebook,59799,3,5167,788,1172,0.0403438211946037,7127
2026-06-17,Facebook,59886,1,1912,469,484,0.0438336802129597,2865
2026-06-18,Facebook,59964,4,3932,1015,901,0.0264739145267743,5848
2026-06-19,Facebook,59993,3,6014,1013,935,0.0411566712688012,7962
2026-06-20,Facebook,60043,1,1519,426,341,0.0397326123658526,2286
2026-06-21,Facebook,60123,1,1305,358,324,0.0370211975829952,1987
2026-06-22,Facebook,60127,4,5121,1445,1540,0.0350786031162113,8106
2026-06-23,Facebook,60155,2,1849,337,513,0.0262017552021786,2699
2026-06-24,Facebook,60158,2,3051,538,599,0.0355702568661307,4188
2026-06-25,Facebook,60167,4,5933,1645,995,0.0352674320444681,8573
2026-06-26,Facebook,60222,3,4583,977,1154,0.0376834692971422,6714
2026-06-27,Facebook,60238,0,0,0,0,0.0376184676317848,0
2026-06-28,Facebook,60311,1,1670,300,259,0.0383841316110897,2229
2026-06-29,Facebook,60327,2,2253,340,372,0.0230557979903143,2965
2026-06-30,Facebook,60410,3,3159,532,726,0.0264397536534477,4417
2026-07-01,Facebook,60497,4,4292,689,840,0.0226227015262131,5821
2026-07-02,Facebook,60565,2,3786,780,684,0.042121898101475,5250
2026-07-03,Facebook,60598,1,1312,341,288,0.0289920459133967,1941
2026-07-04,Facebook,60603,1,1592,305,229,0.0343868020168805,2126
2026-07-05,Facebook,60655,1,1732,252,349,0.0344951235810698,2333
2026-07-06,Facebook,60720,2,2225,356,456,0.0258224085278173,3037
2026-07-07,Facebook,60796,1,1564,392,420,0.0391479198934859,2376
2026-07-08,Facebook,60838,1,1646,370,312,0.0432522676675068,2328
2026-07-09,Facebook,60912,3,6712,1257,1480,0.044819604051801,9449
2026-07-10,Facebook,60934,4,5998,922,1412,0.033502991454529,8332
2026-07-11,Facebook,60988,1,1160,257,247,0.0240651236072456,1664
2026-07-12,Facebook,61067,0,0,0,0,0.0218678491325942,0
2026-07-13,Facebook,61161,4,4647,875,748,0.0231034259223321,6270
2026-07-14,Facebook,61235,4,5123,1189,1132,0.0305275564097828,7444
2026-07-15,Facebook,61250,4,7376,2049,1916,0.043065407357146,11341
2026-07-16,Facebook,61257,4,5227,735,1137,0.026004252344576,7099
2026-07-17,Facebook,61260,4,5950,1352,1310,0.0301349590434379,8612
2026-07-18,Facebook,61263,0,0,0,0,0.0399607304713694,0
2026-07-19,Facebook,61318,1,1164,210,297,0.0251645883596762,1671
2026-07-20,Facebook,61342,1,1763,260,407,0.0363833298562879,2430
2026-07-21,Facebook,61408,4,7380,1691,1842,0.0431461725723214,10913
2026-07-22,Facebook,61503,3,3256,654,549,0.0251961270542499,4459
2026-07-23,Facebook,61569,2,2126,394,430,0.0298208261349967,2950
2026-07-24,Facebook,61595,1,1939,521,391,0.0441147626781401,2851
2026-07-25,Facebook,61687,1,1232,253,201,0.0284835871940462,1686
2026-07-26,Facebook,61718,0,0,0,0,0.0363798315525649,0
2026-07-27,Facebook,61767,2,1756,533,445,0.0246485964750875,2734
2026-07-28,Facebook,61827,1,1160,152,231,0.0223959310921314,1543
2026-07-29,Facebook,61877,2,3460,650,639,0.0446082942063219,4749
2026-07-30,Facebook,61895,3,3088,878,580,0.0282786035416222,4546
2026-07-31,Facebook,61915,1,1725,366,329,0.0332261310755949,2420
2026-08-01,Facebook,61919,1,1289,267,251,0.0283500868988786,1807
2026-08-02,Facebook,62000,1,1209,217,183,0.0241370490417647,1609
2026-08-03,Facebook,62091,1,1251,332,316,0.0298262244210549,1899
2026-08-04,Facebook,62132,2,2760,698,727,0.0394633174473921,4185
2026-08-05,Facebook,62192,3,2533,694,469,0.0214606146437533,3696
2026-08-06,Facebook,62213,3,3918,670,800,0.0338474431548622,5388
2026-08-07,Facebook,62233,1,2168,528,411,0.0444209701178412,3107
2026-08-08,Facebook,62302,1,1050,214,266,0.02363366876826,1530
2026-08-09,Facebook,62302,0,0,0,0,0.0233539819388218,0
2026-08-10,Facebook,62306,1,1671,334,338,0.0386965698573071,2343
2026-08-11,Facebook,62317,2,3112,739,762,0.0320267224417436,4613
2026-08-12,Facebook,62406,2,3227,830,718,0.039885681270127,4775
2026-08-13,Facebook,62451,4,5386,734,1260,0.0271120949291052,7380
2026-08-14,Facebook,62484,2,2959,658,743,0.0320754591509936,4360
2026-08-15,Facebook,62532,0,0,0,0,0.0362800723720129,0
2026-08-16,Facebook,62609,0,0,0,0,0.0246040560196089,0
2026-08-17,Facebook,62698,1,804,233,153,0.0220001496144572,1190
2026-08-18,Facebook,62742,3,2407,816,732,0.0227101614663662,3955
2026-08-19,Facebook,62768,2,2379,504,646,0.0294780338040495,3529
2026-08-20,Facebook,62840,3,4253,838,791,0.0368728946656899,5882
2026-08-21,Facebook,62865,3,5378,895,742,0.0368472652728321,7015
2026-08-22,Facebook,62911,1,1200,190,251,0.0229721200194342,1641
2026-08-23,Facebook,62996,0,0,0,0,0.0359919256525023,0
2026-08-24,Facebook,63051,1,1751,367,344,0.0357603112329327,2462
2026-08-25,Facebook,63144,3,3464,737,547,0.0220068293623592,4748
2026-08-26,Facebook,63206,1,2049,442,484,0.0445192879046124,2975
2026-08-27,Facebook,63253,1,1904,298,346,0.0404824749141633,2548
2026-08-28,Facebook,63313,1,1706,379,394,0.0432740073678251,2479
2026-08-29,Facebook,63393,1,1462,379,253,0.0315457197526668,2094
2026-08-30,Facebook,63418,1,932,280,247,0.023916033031222,1459
2026-08-31,Facebook,63453,1,1393,322,320,0.0278617629417398,2035
2026-09-01,Facebook,63453,1,1722,472,399,0.0430542368073493,2593
2026-09-02,Facebook,63460,2,3995,914,858,0.0412079652693614,5767
2026-09-03,Facebook,63558,1,1143,310,303,0.0252582904672729,1756
2026-09-04,Facebook,63609,3,2548,491,716,0.0220361696591282,3755
2026-09-05,Facebook,63687,0,0,0,0,0.0406268479165666,0
2026-09-06,Facebook,63733,1,1750,388,370,0.03858723707439,2508
2026-09-07,Facebook,63788,1,1289,299,329,0.0281411628316516,1917
2026-09-08,Facebook,63873,2,3581,553,678,0.0362709924955019,4812
2026-09-09,Facebook,63886,3,2558,692,790,0.0212239588758502,4040
2026-09-10,Facebook,63975,2,2011,529,368,0.0233802743900931,2908
2026-09-11,Facebook,64002,2,3361,704,535,0.0343220387832548,4600
2026-09-12,Facebook,64088,0,0,0,0,0.0295292296484577,0
2026-09-13,Facebook,64165,1,1435,433,310,0.0392637782406742,2178
2026-09-14,Facebook,64252,3,5622,1139,1004,0.0439937635228651,7765
2026-09-15,Facebook,64253,2,2932,708,502,0.0283345011717651,4142
2026-09-16,Facebook,64278,3,4668,1131,970,0.031766655142909,6769
2026-09-17,Facebook,64291,1,1319,327,205,0.0303966167562679,1851
2026-09-18,Facebook,64349,4,6088,1629,1046,0.0358701440990361,8763
2026-09-19,Facebook,64404,0,0,0,0,0.0351168544067613,0
2026-09-20,Facebook,64410,0,0,0,0,0.0349196108982751,0
2026-09-21,Facebook,64412,4,7534,1240,1719,0.0372352304934326,10493
2026-09-22,Facebook,64434,3,3704,702,860,0.0329581363743228,5266
2026-09-23,Facebook,64451,3,5839,1355,1167,0.0398375274506752,8361
2026-09-24,Facebook,64488,2,2447,547,586,0.0315647759509317,3580
2026-09-25,Facebook,64586,4,3714,948,1022,0.0231264103123108,5684
2026-09-26,Facebook,64600,0,0,0,0,0.0449603402734307,0
2026-09-27,Facebook,64663,0,0,0,0,0.0362682567529975,0
2026-09-28,Facebook,64751,4,7114,1667,1683,0.0411552548552548,10464
2026-09-29,Facebook,64778,2,2178,445,353,0.0254274300752073,2976
2026-09-30,Facebook,64851,1,1109,181,212,0.0215806023333925,1502
2026-10-01,Facebook,64889,4,6019,938,1050,0.0281694137661305,8007
2026-10-02,Facebook,64945,1,2167,331,482,0.0419455260116304,2980
2026-10-03,Facebook,64961,0,0,0,0,0.0319964852817094,0
2026-10-04,Facebook,65046,0,0,0,0,0.0384705433673703,0
2026-10-05,Facebook,65135,3,4650,1230,901,0.0393723095757866,6781
2026-10-06,Facebook,65178,3,5677,1458,848,0.0390330020646971,7983
2026-10-07,Facebook,65202,2,1863,374,371,0.0223693133076301,2608
2026-10-08,Facebook,65218,2,3512,721,966,0.0427501099325048,5199
2026-10-09,Facebook,65230,4,6449,919,1234,0.0317937562188129,8602
2026-10-10,Facebook,65313,1,822,265,167,0.0218067264043987,1254
2026-10-11,Facebook,65337,0,0,0,0,0.0337780963746052,0
2026-10-12,Facebook,65404,1,1049,269,218,0.0215237615226117,1536
2026-10-13,Facebook,65413,3,4903,1217,1095,0.0434837390887942,7215
2026-10-14,Facebook,65479,1,2106,323,413,0.0385397031595375,2842
2026-10-15,Facebook,65496,4,4846,990,1298,0.0257543431862337,7134
2026-10-16,Facebook,65595,1,1536,269,276,0.0356046545447151,2081
2026-10-17,Facebook,65680,0,0,0,0,0.0264076063188296,0
2026-10-18,Facebook,65713,1,1305,402,374,0.0335613818729848,2081
2026-10-19,Facebook,65720,2,2254,457,334,0.0226240406856,3045
2026-10-20,Facebook,65759,2,2927,504,799,0.0319992153966877,4230
2026-10-21,Facebook,65841,4,8148,1598,1548,0.0413994089155358,11294
2026-10-22,Facebook,65882,3,5158,800,1093,0.0366233632116229,7051
2026-10-23,Facebook,65922,1,1831,291,467,0.0403536868135881,2589
2026-10-24,Facebook,65927,1,1077,204,229,0.0258327307712633,1510
2026-10-25,Facebook,65978,0,0,0,0,0.0391620361365272,0
2026-10-26,Facebook,66003,3,6701,1054,1214,0.0421099645188367,8969
2026-10-27,Facebook,66066,1,2288,316,326,0.044639751747381,2930
2026-10-28,Facebook,66163,4,6927,1305,1273,0.0321343530434959,9505
2026-10-29,Facebook,66221,1,1158,278,216,0.0235313687989591,1652
2026-10-30,Facebook,66276,2,4358,647,798,0.0396146844222078,5803
2026-10-31,Facebook,66334,0,0,0,0,0.0278913109940298,0
2026-11-01,Facebook,66403,0,0,0,0,0.0401499398307814,0
2026-11-02,Facebook,66435,3,3728,871,659,0.0247909157480483,5258
2026-11-03,Facebook,66487,4,8996,1436,2139,0.04157230216797,12571
2026-11-04,Facebook,66508,3,2998,591,901,0.0243770766731702,4490
2026-11-05,Facebook,66528,2,2942,706,783,0.036703021255799,4431
2026-11-06,Facebook,66597,4,4944,1086,921,0.0230031380397452,6951
2026-11-07,Facebook,66666,1,1995,570,486,0.04421103876622,3051
2026-11-08,Facebook,66669,0,0,0,0,0.0362321105580945,0
2026-11-09,Facebook,66762,1,936,258,253,0.0248936017387795,1447
2026-11-10,Facebook,66836,1,2069,286,436,0.0382644869368598,2791
2026-11-11,Facebook,66897,1,1364,304,262,0.0254978866583419,1930
2026-11-12,Facebook,66958,2,3301,750,911,0.0380458271669594,4962
2026-11-13,Facebook,67051,4,5669,1283,1541,0.0320223647321571,8493
2026-11-14,Facebook,67145,1,1186,329,349,0.0290449931369009,1864
2026-11-15,Facebook,67168,0,0,0,0,0.0234152994845648,0
2026-11-16,Facebook,67222,2,3291,699,687,0.0318084234937299,4677
2026-11-17,Facebook,67230,1,1575,291,382,0.0294569987186317,2248
2026-11-18,Facebook,67232,2,2899,807,653,0.0362194113190976,4359
2026-11-19,Facebook,67262,3,4381,912,1376,0.0374718527204663,6669
2026-11-20,Facebook,67301,3,4241,694,869,0.0264523093685643,5804
2026-11-21,Facebook,67336,1,1783,335,314,0.0376596137642359,2432
2026-11-22,Facebook,67359,1,947,240,278,0.0217965445094982,1465
2026-11-23,Facebook,67453,2,4378,994,931,0.0419089075743132,6303
2026-11-24,Facebook,67458,4,5984,1215,1142,0.027246884581584,8341
2026-11-25,Facebook,67523,1,1094,233,291,0.0236637472611235,1618
2026-11-26,Facebook,67606,2,3074,889,530,0.0341195572845069,4493
2026-11-27,Facebook,67697,2,2410,723,791,0.0311411622794866,3924
2026-11-28,Facebook,67771,1,1503,246,351,0.0277208959092117,2100
2026-11-29,Facebook,67774,0,0,0,0,0.0390950856863228,0
2026-11-30,Facebook,67852,3,5049,1405,1019,0.0384401038096877,7473
2026-12-01,Facebook,67857,4,6734,1916,1749,0.041946092149587,10399
2026-12-02,Facebook,67950,1,994,168,233,0.0233168272846905,1395
2026-12-03,Facebook,68000,4,5586,1011,1013,0.02823036625824,7610
2026-12-04,Facebook,68061,1,1515,492,480,0.0388366367695584,2487
2026-12-05,Facebook,68117,0,0,0,0,0.0370273123974337,0
2026-12-06,Facebook,68182,0,0,0,0,0.0228952598925798,0
2026-12-07,Facebook,68260,3,6008,1303,1088,0.0349873640420037,8399
2026-12-08,Facebook,68334,4,4881,978,710,0.0225273818228794,6569
2026-12-09,Facebook,68341,2,2589,525,570,0.0232525748357605,3684
2026-12-10,Facebook,68366,2,4144,872,827,0.0420954936067744,5843
2026-12-11,Facebook,68416,3,4002,1025,934,0.0286067181069868,5961
2026-12-12,Facebook,68460,1,1986,463,469,0.0424205589589163,2918
2026-12-13,Facebook,68503,1,1824,304,364,0.0352007318953518,2492
2026-12-14,Facebook,68507,4,4299,958,1054,0.0235013952674003,6311
2026-12-15,Facebook,68576,1,2187,516,452,0.0438127452620688,3155
2026-12-16,Facebook,68601,3,4321,953,1025,0.0362184967530319,6299
2026-12-17,Facebook,68668,3,3815,783,865,0.0323398405201563,5463
2026-12-18,Facebook,68686,4,7947,1806,1493,0.0443167845816252,11246
2026-12-19,Facebook,68769,1,1565,303,371,0.0356587217058184,2239
2026-12-20,Facebook,68865,1,817,181,157,0.0211321391798501,1155
2026-12-21,Facebook,68884,3,3192,864,762,0.0235926180991365,4818
2026-12-22,Facebook,68895,1,1473,433,322,0.0333040254229539,2228
2026-12-23,Facebook,68941,4,4665,733,866,0.0230902264030985,6264
2026-12-24,Facebook,68941,1,1840,341,384,0.0331778865292274,2565
2026-12-25,Facebook,69030,1,1846,401,434,0.0448276041359776,2681
2026-12-26,Facebook,69043,0,0,0,0,0.0311238762849319,0
2026-12-27,Facebook,69106,0,0,0,0,0.0355897251381768,0
2026-12-28,Facebook,69143,4,6309,1826,1233,0.0407087587812054,9368
2026-12-29,Facebook,69179,3,3252,898,940,0.0271825732880093,5090
2026-12-30,Facebook,69189,3,3289,719,681,0.0237477033135817,4689
2026-12-31,Facebook,69288,3,3364,857,553,0.0239046000116446,4774
2026-01-01,Instagram,79358,3,10240,2967,3023,0.0665717139327874,16230
2026-01-02,Instagram,79703,2,5051,1153,1453,0.0480697016812016,7657
2026-01-03,Instagram,79796,1,3290,784,865,0.0700527773256924,4939
2026-01-04,Instagram,80462,1,2724,808,735,0.0551252989020616,4267
2026-01-05,Instagram,80965,4,17761,3824,3206,0.0685163349940721,24791
2026-01-06,Instagram,80967,4,11640,3187,2331,0.0594218702006169,17158
2026-01-07,Instagram,82653,1,3238,599,621,0.0627579836204062,4458
2026-01-08,Instagram,82746,1,2209,495,439,0.0350796854087628,3143
2026-01-09,Instagram,82751,4,8004,1464,1645,0.0414545120422153,11113
2026-01-10,Instagram,82843,1,3672,800,669,0.0706342213993258,5141
2026-01-11,Instagram,82850,0,0,0,0,0.0438944521899268,0
2026-01-12,Instagram,82893,3,6211,1169,1157,0.0373092863690046,8537
2026-01-13,Instagram,82925,1,4458,944,866,0.0733945121085382,6268
2026-01-14,Instagram,83005,3,9240,2177,2184,0.0521577733372057,13601
2026-01-15,Instagram,83079,4,9739,1976,2550,0.0418677563082179,14265
2026-01-16,Instagram,83155,1,3552,578,799,0.060256756848735,4929
2026-01-17,Instagram,83204,1,2160,389,552,0.0396881562272093,3101
2026-01-18,Instagram,83214,0,0,0,0,0.0432500845534461,0
2026-01-19,Instagram,83308,1,3120,491,812,0.0553122025583511,4423
2026-01-20,Instagram,83335,1,2179,489,508,0.0377618362525839,3176
2026-01-21,Instagram,83404,4,13164,2209,3549,0.062545265172315,18922
2026-01-22,Instagram,83444,2,7477,1684,1703,0.0564262639739031,10864
