Date,City,Temp_Avg,Temp_Max,Temp_Min,Rainfall,Humidity,Weather
2024-11-17,台北,18.4,23.2,14.5,0.0,86.1,晴朗
2024-11-18,台北,15.5,17.9,11.2,12.4,94.0,中雨
2024-11-19,台北,21.2,24.9,18.7,0.0,67.3,晴朗
2024-11-20,台北,14.9,18.4,10.3,0.0,61.1,晴朗
2024-11-21,台北,14.4,18.2,9.8,25.9,63.5,中雨
2024-11-22,台北,19.1,21.1,17.0,0.0,62.8,晴朗
2024-11-23,台北,18.2,22.9,13.8,2.1,82.9,小雨
2024-11-24,台北,17.8,22.6,15.4,10.3,75.1,中雨
2024-11-25,台北,17.7,21.4,14.7,32.2,83.7,中雨
2024-11-26,台北,16.4,20.5,12.2,0.0,70.8,晴朗
2024-11-27,台北,14.5,19.3,12.1,0.0,67.8,晴朗
2024-11-28,台北,16.4,20.5,12.0,26.4,78.5,中雨
2024-11-29,台北,14.8,17.3,10.3,0.0,71.7,晴朗
2024-11-30,台北,18.1,21.8,14.5,0.0,74.4,晴朗
2024-12-01,台北,15.7,19.6,13.7,8.8,74.1,小雨
2024-12-02,台北,14.3,17.6,11.5,0.0,84.1,晴朗
2024-12-03,台北,15.3,19.5,11.4,16.2,84.0,中雨
2024-12-04,台北,16.7,21.5,11.7,0.1,85.2,小雨
2024-12-05,台北,14.7,19.4,10.8,0.0,77.1,晴朗
2024-12-06,台北,14.1,17.4,11.3,0.7,87.3,小雨
2024-12-07,台北,16.2,18.5,12.3,0.0,79.5,晴朗
2024-12-08,台北,16.1,21.1,12.5,0.0,72.9,晴朗
2024-12-09,台北,14.6,19.1,10.2,63.4,78.9,大雨
2024-12-10,台北,14.6,16.9,12.3,0.0,73.6,晴朗
2024-12-11,台北,15.9,20.7,11.7,7.9,73.6,小雨
2024-12-12,台北,12.5,17.1,8.9,0.0,71.1,晴朗
2024-12-13,台北,12.6,16.1,7.7,0.0,69.7,晴朗
2024-12-14,台北,13.9,17.7,10.9,0.0,67.9,晴朗
2024-12-15,台北,14.9,18.1,11.0,0.0,68.7,晴朗
2024-12-16,台北,15.9,18.1,11.1,9.2,66.2,小雨
2024-12-17,台北,18.2,21.2,15.9,0.0,64.5,晴朗
2024-12-18,台北,16.9,21.3,12.1,0.0,70.9,晴朗
2024-12-19,台北,14.9,16.9,10.8,0.0,71.6,晴朗
2024-12-20,台北,15.1,18.1,12.9,0.0,59.7,晴朗
2024-12-21,台北,13.1,16.3,10.2,0.0,82.7,晴朗
2024-12-22,台北,15.1,18.7,10.9,10.6,76.3,中雨
2024-12-23,台北,14.5,19.3,12.3,23.8,94.7,中雨
2024-12-24,台北,15.7,18.7,12.0,0.0,74.3,晴朗
2024-12-25,台北,13.4,16.4,10.4,0.0,63.5,晴朗
2024-12-26,台北,16.1,20.3,12.2,0.0,87.8,晴朗
2024-12-27,台北,18.1,21.4,15.9,0.0,58.1,晴朗
2024-12-28,台北,14.8,17.5,10.2,0.0,79.2,晴朗
2024-12-29,台北,15.8,19.2,10.9,17.7,95.0,中雨
2024-12-30,台北,16.4,18.8,11.5,0.0,63.3,晴朗
